person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_default,pred_default_prob,pred_default_thr_05,pred_default_thr_opt,approval_decision_thr_05,approval_decision_thr_opt,expected_loss_thr_05,expected_loss_thr_opt,interest_income,realized_net_loss_if_approved,realized_net_loss_thr_05,realized_net_loss_thr_opt
26,109500,MORTGAGE,11.0,VENTURE,E,20000,17.56,0.18,N,2,0,0.5847043084592044,1,1,Reject,Reject,741246.5575000001,10235.567700492813,3512.0,-3512.0,0.0,0.0
23,54996,MORTGAGE,7.0,PERSONAL,C,8000,14.35,0.15,N,4,0,0.32818281991330606,0,1,Approve,Reject,741246.5575000001,1854.216436566924,1148.0,-1148.0,-1148.0,0.0
24,57600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10500,6.62,0.18,N,3,0,0.2536894884934963,0,1,Approve,Reject,741246.5575000001,2144.9791926335406,695.1,-695.1,-695.1,0.0
54,53700,RENT,1.0,HOMEIMPROVEMENT,D,29850,,0.56,Y,28,1,0.9936421097080136,1,1,Reject,Reject,741246.5575000001,29639.35982031299,,29850.0,0.0,0.0
22,21000,RENT,4.0,EDUCATION,D,4750,,0.23,N,2,0,0.9388829968335164,1,1,Reject,Reject,741246.5575000001,4427.789631381219,,,0.0,0.0
28,56056,RENT,3.0,DEBTCONSOLIDATION,B,5600,10.37,0.1,N,6,0,0.34923617793966616,0,0,Approve,Approve,741246.5575000001,1577.8110297152534,580.7199999999999,-580.7199999999999,-580.7199999999999,-580.7199999999999
22,31200,RENT,0.0,DEBTCONSOLIDATION,A,2700,6.91,0.09,N,4,0,0.2800948261889618,0,0,Approve,Approve,741246.5575000001,621.9433224322715,186.57,-186.57,-186.57,-186.57
23,26400,RENT,0.0,MEDICAL,A,7000,7.4,0.27,N,2,0,0.6972893804080762,1,1,Reject,Reject,741246.5575000001,4724.221561907916,518.0,-518.0,0.0,0.0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,0.07,N,4,1,0.5752296261667472,1,1,Reject,Reject,741246.5575000001,5153.794804936419,1409.0,10000.0,0.0,0.0
24,120000,MORTGAGE,3.0,MEDICAL,A,4800,5.99,0.04,N,4,0,0.07054569919174745,0,0,Approve,Approve,741246.5575000001,71.38265555199905,287.52,-287.52,-287.52,-287.52
31,168000,MORTGAGE,2.0,EDUCATION,B,15500,9.25,0.09,N,9,0,0.04004583562284348,0,0,Approve,Approve,741246.5575000001,-755.6238310216743,1433.75,-1433.75,-1433.75,-1433.75
24,34000,RENT,0.0,VENTURE,D,8000,16.49,0.24,Y,3,1,0.9217191200557389,1,1,Reject,Reject,741246.5575000001,7270.484823623441,1319.2,8000.0,0.0,0.0
28,54996,MORTGAGE,8.0,EDUCATION,B,16750,10.38,0.3,N,9,1,0.3702139909378319,0,1,Approve,Reject,741246.5575000001,5106.106903552746,1738.65,16750.0,16750.0,0.0
37,53532,MORTGAGE,12.0,DEBTCONSOLIDATION,A,4000,5.42,0.07,N,11,0,0.11513896050272016,0,0,Approve,Approve,741246.5575000001,268.71796864787035,216.8,-216.8,-216.8,-216.8
40,39500,OWN,0.0,PERSONAL,A,10000,7.29,0.25,N,11,0,0.08450315784685913,0,0,Approve,Approve,741246.5575000001,177.63438053895163,729.0,-729.0,-729.0,-729.0
26,61000,MORTGAGE,4.0,PERSONAL,A,8000,7.49,0.13,N,2,0,0.11674119590242703,0,0,Approve,Approve,741246.5575000001,404.6808918041504,599.2,-599.2,-599.2,-599.2
33,78000,RENT,5.0,MEDICAL,A,4000,7.14,0.05,N,7,0,0.15589013060378937,0,0,Approve,Approve,741246.5575000001,382.4827437155998,285.6,-285.6,-285.6,-285.6
42,38000,RENT,3.0,MEDICAL,E,3000,17.56,0.08,N,15,1,0.9107010220446244,1,1,Reject,Reject,741246.5575000001,2685.0603645469814,526.8,3000.0,0.0,0.0
32,62000,RENT,5.0,MEDICAL,C,15000,12.99,0.24,Y,6,0,0.6205160943649108,1,1,Reject,Reject,741246.5575000001,8568.317025343693,1948.5,-1948.5,0.0,0.0
26,70000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,12000,8.94,0.17,N,2,0,0.2327276215445255,0,1,Approve,Reject,741246.5575000001,1969.601650927273,1072.8,-1072.8,-1072.8,0.0
22,27360,RENT,5.0,EDUCATION,A,5000,7.51,0.18,N,2,0,0.33867923347976425,0,0,Approve,Approve,741246.5575000001,1445.0702195704728,375.5,-375.5,-375.5,-375.5
38,62691,OWN,17.0,VENTURE,C,6000,13.49,0.1,Y,13,0,0.029802732455105087,0,0,Approve,Approve,741246.5575000001,-606.4612736202073,809.4,-809.4,-809.4,-809.4
30,22584,OWN,,MEDICAL,A,5000,7.51,0.22,N,10,0,0.13655982144678688,0,0,Approve,Approve,741246.5575000001,358.5773201872029,375.5,-375.5,-375.5,-375.5
26,108000,MORTGAGE,,HOMEIMPROVEMENT,A,8000,5.42,0.07,N,4,0,0.08943773001000506,0,0,Approve,Approve,741246.5575000001,320.68203981237866,433.6,-433.6,-433.6,-433.6
22,55000,RENT,5.0,EDUCATION,B,2500,,0.05,N,4,0,0.17009506700841268,0,0,Approve,Approve,741246.5575000001,197.22128718159308,,,,
26,110000,MORTGAGE,0.0,VENTURE,A,15600,6.17,0.14,N,4,0,0.03246765611345307,0,0,Approve,Approve,741246.5575000001,-424.77379626781135,962.52,-962.52,-962.52,-962.52
25,66252,OWN,10.0,MEDICAL,C,5000,12.53,0.08,Y,4,0,0.05950509331043125,0,0,Approve,Approve,741246.5575000001,-291.6945924888585,626.5,-626.5,-626.5,-626.5
52,85000,RENT,1.0,DEBTCONSOLIDATION,B,11000,12.42,0.13,N,25,0,0.3298022276835609,0,1,Approve,Reject,741246.5575000001,2712.2003079804504,1366.2,-1366.2,-1366.2,0.0
24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9500,11.66,0.08,Y,2,0,0.1984626129995753,0,0,Approve,Approve,741246.5575000001,997.5318599155947,1107.7,-1107.7,-1107.7,-1107.7
25,122000,MORTGAGE,9.0,PERSONAL,C,20000,13.23,0.16,N,4,0,0.12939291236245007,0,0,Approve,Approve,741246.5575000001,284.2318933600445,2646.0,-2646.0,-2646.0,-2646.0
27,22000,RENT,1.0,EDUCATION,A,4000,6.39,0.18,N,10,0,0.33775172210927795,0,0,Approve,Approve,741246.5575000001,1181.7362286082434,255.6,-255.6,-255.6,-255.6
24,60000,RENT,2.0,VENTURE,A,7200,8.49,0.12,N,2,0,0.1215039293348103,0,0,Approve,Approve,741246.5575000001,337.8212131344169,611.28,-611.28,-611.28,-611.28
29,37500,RENT,7.0,PERSONAL,B,3300,10.37,0.09,N,5,0,0.27444741292954544,0,0,Approve,Approve,741246.5575000001,657.3851118461198,342.21,-342.21,-342.21,-342.21
28,48000,RENT,9.0,EDUCATION,A,2000,7.68,0.04,N,7,0,0.10565547979201409,0,0,Approve,Approve,741246.5575000001,73.93964128008156,153.6,-153.6,-153.6,-153.6
28,78000,RENT,0.0,PERSONAL,D,25000,,0.32,Y,5,1,0.8716386567905802,1,1,Reject,Reject,741246.5575000001,21438.293629296622,,25000.0,0.0,0.0
23,65000,RENT,7.0,EDUCATION,B,7000,10.75,0.11,N,4,0,0.21567242656492003,0,0,Approve,Approve,741246.5575000001,919.5004869445424,752.5,-752.5,-752.5,-752.5
32,75250,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.99,0.05,N,7,0,0.34903719013099044,0,0,Approve,Approve,741246.5575000001,1057.9084845160244,519.6,-519.6,-519.6,-519.6
36,30500,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.11,0.26,N,13,1,0.7941006997238707,1,1,Reject,Reject,741246.5575000001,6169.802299705541,888.8,8000.0,0.0,0.0
26,54000,RENT,2.0,PERSONAL,C,6600,11.97,0.12,N,3,0,0.3703544960137405,0,1,Approve,Reject,741246.5575000001,1946.9071326314622,790.02,-790.02,-790.02,0.0
51,45000,RENT,2.0,MEDICAL,C,8400,13.11,0.19,Y,18,0,0.6202079051387512,1,1,Reject,Reject,741246.5575000001,4791.504156620508,1101.24,-1101.24,0.0,0.0
26,72000,MORTGAGE,10.0,EDUCATION,D,16000,,0.22,N,3,0,0.694270330034397,1,1,Reject,Reject,741246.5575000001,10570.730228882834,,,0.0,0.0
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0.06,N,2,0,0.4709955242948946,0,1,Approve,Reject,741246.5575000001,1941.8251259487856,781.0,-781.0,-781.0,0.0
25,74500,RENT,3.0,MEDICAL,B,6000,9.99,0.08,N,4,0,0.25675164408362533,0,0,Approve,Approve,741246.5575000001,1095.006799965477,599.4,-599.4,-599.4,-599.4
46,76800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000,15.96,0.17,Y,13,0,0.36834798714945266,0,1,Approve,Reject,741246.5575000001,3477.972236680569,2074.8,-2074.8,-2074.8,0.0
37,78000,RENT,0.0,VENTURE,A,3900,,0.05,N,16,0,0.08453265991671423,0,0,Approve,Approve,741246.5575000001,-62.70108295791158,,,,
22,60000,RENT,2.0,EDUCATION,B,12000,10.99,0.2,N,2,0,0.3395037261771827,0,1,Approve,Reject,741246.5575000001,3202.982228208661,1318.8,-1318.8,-1318.8,0.0
25,42500,RENT,0.0,MEDICAL,C,4000,12.99,0.09,N,3,0,0.44027591731294496,0,0,Approve,Approve,741246.5575000001,1470.271035887586,519.6,-519.6,-519.6,-519.6
30,102540,MORTGAGE,6.0,MEDICAL,A,1500,7.9,0.01,N,10,0,0.07677436945405446,0,0,Approve,Approve,741246.5575000001,5.759316961387142,118.5,-118.5,-118.5,-118.5
36,32000,OWN,0.0,EDUCATION,A,1200,7.14,0.04,N,16,0,0.011985784846096097,0,0,Approve,Approve,741246.5575000001,-70.27011613907115,85.68,-85.68,-85.68,-85.68
45,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,11600,13.48,0.19,N,11,0,0.4391579752290647,0,1,Approve,Reject,741246.5575000001,4217.255055363334,1563.68,-1563.68,-1563.68,0.0
31,50402,MORTGAGE,4.0,PERSONAL,C,3000,13.22,0.06,N,9,0,0.1875829492405812,0,0,Approve,Approve,741246.5575000001,240.54424539055805,396.6,-396.6,-396.6,-396.6
36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,0.05,Y,11,1,0.5445978670449673,1,1,Reject,Reject,741246.5575000001,4450.562106447476,1468.28,9400.0,0.0,0.0
23,115000,OWN,7.0,EDUCATION,C,5000,14.27,0.04,N,4,0,0.025033300350250413,0,0,Approve,Approve,741246.5575000001,-570.4722384488441,713.5,-713.5,-713.5,-713.5
27,28800,RENT,0.0,EDUCATION,A,3000,7.88,0.1,N,7,1,0.18216514608168952,0,0,Approve,Approve,741246.5575000001,353.15927877877994,236.4,3000.0,3000.0,3000.0
23,120000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,8000,,0.07,Y,2,1,0.6295649827745459,1,1,Reject,Reject,741246.5575000001,4710.833395051748,,8000.0,0.0,0.0
25,51684,MORTGAGE,9.0,PERSONAL,D,4000,15.99,0.08,N,4,0,0.7042094585978893,1,1,Reject,Reject,741246.5575000001,2627.6502041107674,639.6,-639.6,0.0,0.0
38,42000,RENT,0.0,PERSONAL,B,4600,,0.11,N,17,0,0.2981752997663642,0,0,Approve,Approve,741246.5575000001,1016.8059199691631,,,,
23,95000,RENT,3.0,PERSONAL,A,10000,6.17,0.11,N,3,0,0.12554310163446927,0,0,Approve,Approve,741246.5575000001,715.8911100531603,617.0,-617.0,-617.0,-617.0
31,24000,RENT,2.0,PERSONAL,A,3000,7.49,0.13,N,8,0,0.2886116349268207,0,0,Approve,Approve,741246.5575000001,705.9859391485186,224.7,-224.7,-224.7,-224.7
29,61656,RENT,4.0,PERSONAL,A,15000,6.91,0.24,N,9,0,0.31833961032023944,0,1,Approve,Reject,741246.5575000001,4068.5531609005197,1036.5,-1036.5,-1036.5,0.0
32,55000,MORTGAGE,0.0,MEDICAL,C,9000,13.85,0.16,N,10,0,0.3919072267449853,0,1,Approve,Reject,741246.5575000001,2769.177398842492,1246.5,-1246.5,-1246.5,0.0
23,75000,RENT,1.0,PERSONAL,A,6000,6.03,0.08,N,4,0,0.1263621145380183,0,0,Approve,Approve,741246.5575000001,442.0905002679648,361.8,-361.8,-361.8,-361.8
28,32400,RENT,3.0,MEDICAL,D,4900,14.12,0.15,N,7,1,0.922160200159588,1,1,Reject,Reject,741246.5575000001,4464.729180068397,691.88,4900.0,0.0,0.0
25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0.03,N,3,0,0.06619732801721903,0,0,Approve,Approve,741246.5575000001,62.340892783009224,216.8,-216.8,-216.8,-216.8
31,48996,RENT,0.0,DEBTCONSOLIDATION,E,5000,16.4,0.1,Y,5,1,0.9144527637788884,1,1,Reject,Reject,741246.5575000001,4502.115085193131,820.0,5000.0,0.0,0.0
36,80000,MORTGAGE,9.0,EDUCATION,C,6000,,0.07,N,11,0,0.11652811810843103,0,0,Approve,Approve,741246.5575000001,116.60734973128558,,,,
64,119000,MORTGAGE,3.0,PERSONAL,A,5000,8.0,0.04,N,22,0,0.052520523436476646,0,0,Approve,Approve,741246.5575000001,-116.3891734430261,400.0,-400.0,-400.0,-400.0
24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,0.61,N,3,1,0.988913668179211,1,1,Reject,Reject,741246.5575000001,19753.905606242126,2198.0,20000.0,0.0,0.0
32,80000,RENT,1.0,PERSONAL,B,6400,10.99,0.08,N,8,0,0.19775286175690762,0,0,Approve,Approve,741246.5575000001,701.3497680895474,703.36,-703.36,-703.36,-703.36
31,25000,OWN,5.0,VENTURE,C,4500,,0.18,Y,8,0,0.07405490627367271,0,0,Approve,Approve,741246.5575000001,-124.67906787082791,,,,
27,25200,RENT,0.0,VENTURE,C,2550,14.27,0.1,N,5,0,0.30463071405218345,0,0,Approve,Approve,741246.5575000001,523.7738682159465,363.885,-363.885,-363.885,-363.885
24,122000,RENT,4.0,DEBTCONSOLIDATION,B,15000,11.58,0.12,N,2,0,0.2260066829785902,0,1,Approve,Reject,741246.5575000001,2045.6738530126643,1737.0,-1737.0,-1737.0,0.0
26,25000,MORTGAGE,10.0,MEDICAL,A,7000,6.99,0.28,N,2,0,0.5861224850744207,1,1,Reject,Reject,741246.5575000001,3900.347127467859,489.3,-489.3,0.0,0.0
23,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,13.22,0.08,N,4,0,0.3252508389774,0,0,Approve,Approve,741246.5575000001,708.1469996706367,396.6,-396.6,-396.6,-396.6
25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0.1,N,2,0,0.2259992594052315,0,0,Approve,Approve,741246.5575000001,1097.6251523724145,625.8,-625.8,-625.8,-625.8
33,38400,RENT,6.0,MEDICAL,B,10500,11.99,0.27,N,8,0,0.7390915045207607,1,1,Reject,Reject,741246.5575000001,7431.990047084399,1258.95,-1258.95,0.0,0.0
27,36672,RENT,11.0,PERSONAL,A,8000,7.9,0.22,N,9,1,0.4557610831857098,0,1,Approve,Reject,741246.5575000001,3302.1296700590465,632.0,8000.0,8000.0,0.0
22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,0.12,N,3,1,0.3479210359382356,0,0,Approve,Approve,741246.5575000001,848.335042285396,299.7,3000.0,3000.0,3000.0
26,82000,MORTGAGE,10.0,PERSONAL,A,3200,5.99,0.04,N,3,0,0.06042477346483706,0,0,Approve,Approve,741246.5575000001,13.261495665218547,191.68,-191.68,-191.68,-191.68
27,26400,RENT,3.0,VENTURE,C,2500,13.23,0.09,Y,10,0,0.25623882864715725,0,0,Approve,Approve,741246.5575000001,394.5980641929404,330.75,-330.75,-330.75,-330.75
23,46800,OWN,7.0,VENTURE,C,9000,,0.19,N,4,0,0.05853850192724801,0,0,Approve,Approve,741246.5575000001,-404.353050398527,,,,
24,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.05,0.06,N,2,0,0.12596398688420948,0,0,Approve,Approve,741246.5575000001,193.03334387863873,211.5,-211.5,-211.5,-211.5
30,74000,MORTGAGE,14.0,VENTURE,C,14000,13.92,0.19,Y,10,0,0.1821368418425815,0,0,Approve,Approve,741246.5575000001,956.064063178964,1948.8,-1948.8,-1948.8,-1948.8
21,35000,RENT,6.0,PERSONAL,C,5000,14.79,0.14,N,2,1,0.5302536794455028,1,1,Reject,Reject,741246.5575000001,2303.8909931774633,739.5,5000.0,0.0,0.0
24,25000,RENT,3.0,EDUCATION,A,3000,8.32,0.12,N,2,0,0.23271827104321605,0,0,Approve,Approve,741246.5575000001,506.64129358203485,249.6,-249.6,-249.6,-249.6
24,150000,MORTGAGE,8.0,VENTURE,B,24000,10.99,0.16,N,3,0,0.032830038920615125,0,0,Approve,Approve,741246.5575000001,-1763.0865552482226,2637.6,-2637.6,-2637.6,-2637.6
29,60000,RENT,1.0,HOMEIMPROVEMENT,C,9600,11.66,0.16,Y,6,0,0.5450373011790429,1,1,Reject,Reject,741246.5575000001,4723.091044766585,1119.36,-1119.36,0.0,0.0
23,68000,MORTGAGE,5.0,EDUCATION,B,11500,9.99,0.17,N,3,0,0.15667582644435313,0,0,Approve,Approve,741246.5575000001,832.919027320656,1148.85,-1148.85,-1148.85,-1148.85
29,46000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,4800,11.86,0.1,N,9,1,0.29172991234071,0,0,Approve,Approve,741246.5575000001,997.0995837327275,569.28,4800.0,4800.0,4800.0
30,58239,MORTGAGE,3.0,VENTURE,A,10500,6.62,0.18,N,5,0,0.08929759388292628,0,0,Approve,Approve,741246.5575000001,304.595493278748,695.1,-695.1,-695.1,-695.1
34,44000,RENT,0.0,EDUCATION,C,3400,13.49,0.08,Y,8,0,0.28239661896095203,0,0,Approve,Approve,741246.5575000001,631.0125377198672,458.66,-458.66,-458.66,-458.66
23,65000,RENT,0.0,MEDICAL,B,20000,10.65,0.31,N,3,1,0.6125822415294917,1,1,Reject,Reject,741246.5575000001,11426.445005047652,2130.0,20000.0,0.0,0.0
26,46000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,11000,12.69,0.24,N,2,0,0.5702575759638102,1,1,Reject,Reject,741246.5575000001,5672.955885889794,1395.9,-1395.9,0.0,0.0
22,16000,RENT,,VENTURE,B,6250,9.91,0.39,N,2,1,0.8766930387243351,1,1,Reject,Reject,741246.5575000001,5402.958242886979,619.375,6250.0,0.0,0.0
26,75555,MORTGAGE,4.0,MEDICAL,B,10000,10.39,0.13,N,2,0,0.19179039717000482,0,0,Approve,Approve,741246.5575000001,1078.174194359683,1039.0,-1039.0,-1039.0,-1039.0
24,130000,MORTGAGE,2.0,MEDICAL,B,1250,10.95,0.01,N,2,0,0.11977534626923032,0,0,Approve,Approve,741246.5575000001,29.23843335713883,136.875,-136.875,-136.875,-136.875
24,74448,MORTGAGE,8.0,EDUCATION,A,4000,,0.05,N,2,0,0.0695195774509502,0,0,Approve,Approve,741246.5575000001,-130.96088394876148,,,,
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0.17,N,3,0,0.8773549961199011,1,1,Reject,Reject,741246.5575000001,6017.343699911871,1012.2,-1012.2,0.0,0.0
25,28176,OWN,3.0,MEDICAL,B,1000,9.63,0.04,N,4,0,0.033757834676031405,0,0,Approve,Approve,741246.5575000001,-59.291285844666774,96.3,-96.3,-96.3,-96.3
24,40000,RENT,5.0,PERSONAL,B,10000,11.99,0.25,N,4,0,0.6243634411993338,1,1,Reject,Reject,741246.5575000001,5793.246177991339,1199.0,-1199.0,0.0,0.0
21,88000,MORTGAGE,1.0,PERSONAL,D,25000,14.83,0.28,N,4,1,0.7555173889279051,1,1,Reject,Reject,741246.5575000001,17981.515442647837,3707.5,25000.0,0.0,0.0
22,54996,RENT,6.0,VENTURE,A,12000,8.32,0.22,N,4,0,0.2345916423421162,0,1,Approve,Reject,741246.5575000001,2050.9160038197633,998.4,-998.4,-998.4,0.0
22,22800,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7125,11.71,0.31,N,3,1,0.8204367241261449,1,1,Reject,Reject,741246.5575000001,5695.79528471438,834.3375,7125.0,0.0,0.0
24,54996,RENT,8.0,EDUCATION,B,7200,,0.13,N,3,0,0.26125278204618696,0,0,Approve,Approve,741246.5575000001,1296.464132110053,,,,
28,70910,RENT,8.0,MEDICAL,E,3000,17.44,0.04,Y,5,1,0.8592002318139995,1,1,Reject,Reject,741246.5575000001,2503.9342567270833,523.2,3000.0,0.0,0.0
25,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6325,6.54,0.05,N,3,0,0.08897530782306017,0,0,Approve,Approve,741246.5575000001,185.91890293840356,413.655,-413.655,-413.655,-413.655
45,23000,OWN,2.0,PERSONAL,A,7000,7.29,0.3,N,15,0,0.1942153161672137,0,0,Approve,Approve,741246.5575000001,948.3152890106248,510.3,-510.3,-510.3,-510.3
43,112000,MORTGAGE,14.0,PERSONAL,D,25000,14.96,0.22,N,16,0,0.5952785882688708,1,1,Reject,Reject,741246.5575000001,13368.306626847347,3740.0,-3740.0,0.0,0.0
29,43958,MORTGAGE,3.0,VENTURE,A,7000,,0.16,N,8,0,0.12994687707469588,0,0,Approve,Approve,741246.5575000001,240.29627205643465,,,,
22,45000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0.22,N,4,0,0.21928062540387133,0,0,Approve,Approve,741246.5575000001,1577.5993868569637,788.0,-788.0,-788.0,-788.0
23,63000,MORTGAGE,8.0,EDUCATION,A,7300,7.49,0.12,N,2,0,0.09188536364090188,0,0,Approve,Approve,741246.5575000001,174.23331485651966,546.77,-546.77,-546.77,-546.77
22,24000,RENT,1.0,PERSONAL,C,15000,12.73,0.63,Y,4,1,0.9943905716729173,1,1,Reject,Reject,741246.5575000001,14905.147371703195,1909.5,15000.0,0.0,0.0
28,199000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,10000,9.32,0.05,N,10,0,0.08106851850869021,0,0,Approve,Approve,741246.5575000001,-45.75895566299869,932.0,-932.0,-932.0,-932.0
23,70000,RENT,8.0,DEBTCONSOLIDATION,A,6725,6.62,0.1,N,2,0,0.2301758671167804,0,0,Approve,Approve,741246.5575000001,1205.2108515214031,445.195,-445.195,-445.195,-445.195
65,45900,RENT,2.0,EDUCATION,C,10000,,0.22,Y,19,0,0.48514864030830807,0,1,Approve,Reject,741246.5575000001,4285.664758781911,,,,0.0
30,36000,RENT,5.0,EDUCATION,C,11500,15.27,0.32,Y,8,1,0.8137091443009422,1,1,Reject,Reject,741246.5575000001,9030.519102310505,1756.05,11500.0,0.0,0.0
33,25200,RENT,0.0,MEDICAL,B,5500,9.88,0.22,N,7,0,0.6768765295518142,1,1,Reject,Reject,741246.5575000001,3547.235618693434,543.4000000000001,-543.4000000000001,0.0,0.0
29,51000,RENT,1.0,DEBTCONSOLIDATION,A,5000,8.0,0.1,N,6,0,0.2723172272326119,0,0,Approve,Approve,741246.5575000001,1070.5130270561044,400.0,-400.0,-400.0,-400.0
26,75000,MORTGAGE,7.0,VENTURE,A,10000,7.49,0.13,N,2,0,0.05632986245575442,0,0,Approve,Approve,741246.5575000001,-143.51030846309573,749.0,-749.0,-749.0,-749.0
28,24000,RENT,4.0,VENTURE,A,3000,9.32,0.13,N,6,0,0.20434318239950847,0,0,Approve,Approve,741246.5575000001,390.56390099742794,279.6,-279.6,-279.6,-279.6
43,98600,MORTGAGE,0.0,MEDICAL,D,7750,15.31,0.07,Y,14,1,0.626036623191745,1,1,Reject,Reject,741246.5575000001,4408.066934068609,1186.525,7750.0,0.0,0.0
27,57600,MORTGAGE,11.0,PERSONAL,A,8500,7.14,0.15,N,5,0,0.14047552623853585,0,0,Approve,Approve,741246.5575000001,672.3965699017222,606.9,-606.9,-606.9,-606.9
31,78000,RENT,10.0,MEDICAL,B,25000,10.75,0.32,N,8,1,0.5246720956899951,1,1,Reject,Reject,741246.5575000001,11839.358649416738,2687.5,25000.0,0.0,0.0
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0.16,N,6,0,0.34862321677020447,0,1,Approve,Reject,741246.5575000001,2248.7632177971955,561.75,-561.75,-561.75,0.0
22,10000,RENT,,DEBTCONSOLIDATION,C,1750,14.72,0.17,Y,3,1,0.7755193677696541,1,0,Reject,Approve,741246.5575000001,1299.3326827343578,257.6,1750.0,0.0,1750.0
34,64000,RENT,5.0,EDUCATION,B,15000,10.25,0.23,N,8,0,0.34080977965753617,0,1,Approve,Reject,741246.5575000001,4098.6417310865045,1537.5,-1537.5,-1537.5,0.0
28,15600,RENT,0.0,EDUCATION,B,1200,12.53,0.08,N,8,0,0.2675636511925027,0,0,Approve,Approve,741246.5575000001,210.94725202430797,150.36,-150.36,-150.36,-150.36
40,117000,RENT,4.0,HOMEIMPROVEMENT,B,10625,11.14,0.09,N,13,0,0.2512450246617798,0,1,Approve,Reject,741246.5575000001,1783.233279346709,1183.625,-1183.625,-1183.625,0.0
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0.07,N,3,0,0.08126781407125305,0,0,Approve,Approve,741246.5575000001,-4.680954094195329,482.76,-482.76,-482.76,-482.76
31,56000,MORTGAGE,3.0,MEDICAL,A,12000,6.54,0.21,N,5,0,0.23951748241219364,0,1,Approve,Reject,741246.5575000001,2277.3831091434135,784.8,-784.8,-784.8,0.0
35,45996,MORTGAGE,0.0,VENTURE,D,15000,14.42,0.33,Y,7,0,0.8901901117361714,1,1,Reject,Reject,741246.5575000001,13115.33288772791,2163.0,-2163.0,0.0,0.0
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,0.29,N,3,1,0.9596151009025399,1,1,Reject,Reject,741246.5575000001,22839.919542486,4725.6,24000.0,0.0,0.0
22,65000,RENT,5.0,DEBTCONSOLIDATION,C,12000,,0.18,Y,3,0,0.5111651021620437,1,1,Reject,Reject,741246.5575000001,5489.305762675827,,,0.0,0.0
43,72000,RENT,11.0,EDUCATION,B,22000,10.62,0.31,N,11,1,0.4181494330292498,0,1,Approve,Reject,741246.5575000001,7839.851861973034,2336.3999999999996,22000.0,22000.0,0.0
26,45000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,6.91,0.22,N,4,0,0.35039263767270906,0,1,Approve,Reject,741246.5575000001,3055.0476893589325,691.0,-691.0,-691.0,0.0
24,114800,RENT,6.0,PERSONAL,A,10000,8.94,0.09,N,4,0,0.12133537115300508,0,0,Approve,Approve,741246.5575000001,427.82753334083736,894.0,-894.0,-894.0,-894.0
27,54000,RENT,2.0,EDUCATION,A,3625,7.9,0.07,N,6,0,0.12642020407735782,0,0,Approve,Approve,741246.5575000001,208.10182572307548,286.375,-286.375,-286.375,-286.375
26,127992,MORTGAGE,10.0,MEDICAL,C,26000,13.99,0.2,Y,3,0,0.15644622020594376,0,0,Approve,Approve,741246.5575000001,999.2592067316382,3637.4,-3637.4,-3637.4,-3637.4
32,27000,RENT,2.0,EDUCATION,C,6000,12.73,0.22,Y,5,0,0.6357998604333791,1,1,Reject,Reject,741246.5575000001,3536.6230959992895,763.8,-763.8,0.0,0.0
26,75000,MORTGAGE,10.0,EDUCATION,A,9600,5.42,0.13,N,3,0,0.07279782077120632,0,0,Approve,Approve,741246.5575000001,216.4172415072548,520.32,-520.32,-520.32,-520.32
29,40000,MORTGAGE,9.0,VENTURE,A,5000,6.99,0.13,N,9,0,0.08833539286071111,0,0,Approve,Approve,741246.5575000001,123.05018410837408,349.5,-349.5,-349.5,-349.5
22,71000,RENT,4.0,MEDICAL,B,6000,,0.08,N,4,0,0.2725878108382954,0,0,Approve,Approve,741246.5575000001,1155.8712674965445,,,,
