person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,11.48,0.08,N,8,case_1330,0,0.20882944932358674,708.0184206356068,1670.0,approve,approve,"Applicant case_1330 was approve by the profit-based decision layer. The predicted default probability is 0.209. The decision score is 708.02, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,14400,13.92,0.19,N,9,case_1331,0,0.3879135891072358,4359.040714237867,1670.0,reject,approve,"Applicant case_1331 was reject by the profit-based decision layer. The predicted default probability is 0.388. The decision score is 4359.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,37000,MORTGAGE,7.0,EDUCATION,B,8400,10.99,0.23,N,4,case_1332,0,0.3736981661515675,2560.8877947376477,1670.0,reject,approve,"Applicant case_1332 was reject by the profit-based decision layer. The predicted default probability is 0.374. The decision score is 2560.89, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
45,36000,RENT,1.0,VENTURE,C,4300,10.91,0.12,Y,17,case_1333,0,0.2536350425750842,740.4884905961112,1670.0,approve,approve,"Applicant case_1333 was approve by the profit-based decision layer. The predicted default probability is 0.254. The decision score is 740.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,75000,MORTGAGE,0.0,PERSONAL,A,7500,8.9,0.1,N,10,case_1334,0,0.09364070999751552,97.31049890470797,1670.0,approve,approve,"Applicant case_1334 was approve by the profit-based decision layer. The predicted default probability is 0.094. The decision score is 97.31, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,60000,RENT,7.0,VENTURE,C,12800,12.84,0.21,N,2,case_1335,0,0.36832693230951796,3676.417413351169,1670.0,reject,approve,"Applicant case_1335 was reject by the profit-based decision layer. The predicted default probability is 0.368. The decision score is 3676.42, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,50000,RENT,2.0,EDUCATION,C,9600,14.26,0.19,N,3,case_1336,0,0.4963161441926866,4075.1119330038114,1670.0,reject,approve,"Applicant case_1336 was reject by the profit-based decision layer. The predicted default probability is 0.496. The decision score is 4075.11, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,50000,RENT,0.0,VENTURE,C,11200,13.85,0.22,Y,3,case_1337,0,0.4352982658026653,3999.3752469029455,1670.0,reject,approve,"Applicant case_1337 was reject by the profit-based decision layer. The predicted default probability is 0.435. The decision score is 3999.38, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,66384,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.15,N,4,case_1338,0,0.07211632379905958,-10.009098855745151,1670.0,approve,approve,"Applicant case_1338 was approve by the profit-based decision layer. The predicted default probability is 0.072. The decision score is -10.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,186000,OTHER,3.0,VENTURE,A,2500,7.4,0.01,N,9,case_1339,0,0.04006352421559572,-77.42943748112553,1670.0,approve,approve,"Applicant case_1339 was approve by the profit-based decision layer. The predicted default probability is 0.040. The decision score is -77.43, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,72000,RENT,4.0,EDUCATION,B,15000,10.99,0.21,N,2,case_1340,0,0.3005149858198031,3354.623741420992,1670.0,reject,approve,"Applicant case_1340 was reject by the profit-based decision layer. The predicted default probability is 0.301. The decision score is 3354.62, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,78411,RENT,9.0,DEBTCONSOLIDATION,A,1400,,0.02,N,6,case_1341,0,0.20188391758159216,159.83934417333282,1670.0,approve,approve,"Applicant case_1341 was approve by the profit-based decision layer. The predicted default probability is 0.202. The decision score is 159.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
39,310400,MORTGAGE,13.0,DEBTCONSOLIDATION,D,15000,15.65,0.05,Y,11,case_1342,1,0.45671805678926797,5575.416490151825,1670.0,reject,approve,"Applicant case_1342 was reject by the profit-based decision layer. The predicted default probability is 0.457. The decision score is 5575.42, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,35000,RENT,1.0,EDUCATION,B,9600,11.99,0.27,N,4,case_1343,0,0.6348428212358446,5674.180564819415,1670.0,reject,reject,"Applicant case_1343 was reject by the profit-based decision layer. The predicted default probability is 0.635. The decision score is 5674.18, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,98000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,1825,14.27,0.02,N,6,case_1344,0,0.22303643260657194,204.6988100596418,1670.0,approve,approve,"Applicant case_1344 was approve by the profit-based decision layer. The predicted default probability is 0.223. The decision score is 204.70, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,32000,OWN,1.0,MEDICAL,B,1200,9.96,0.04,N,2,case_1345,0,0.03379467815738525,-74.92724627776701,1670.0,approve,approve,"Applicant case_1345 was approve by the profit-based decision layer. The predicted default probability is 0.034. The decision score is -74.93, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,24000,OWN,1.0,MEDICAL,C,6000,12.68,0.25,Y,4,case_1346,0,0.3297376243914263,1468.490130985555,1670.0,approve,approve,"Applicant case_1346 was approve by the profit-based decision layer. The predicted default probability is 0.330. The decision score is 1468.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
35,30000,RENT,0.0,EDUCATION,A,6475,5.42,0.22,N,7,case_1347,0,0.3754400179043108,2211.787913013841,1670.0,reject,approve,"Applicant case_1347 was reject by the profit-based decision layer. The predicted default probability is 0.375. The decision score is 2211.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,0.08,N,3,case_1348,1,0.24013107007717327,645.3306481767046,1670.0,approve,approve,"Applicant case_1348 was approve by the profit-based decision layer. The predicted default probability is 0.240. The decision score is 645.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,255000,MORTGAGE,9.0,EDUCATION,A,9600,6.99,0.04,N,2,case_1349,0,0.029361433957904727,-369.4675373610023,1670.0,approve,approve,"Applicant case_1349 was approve by the profit-based decision layer. The predicted default probability is 0.029. The decision score is -369.47, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,56000,RENT,5.0,VENTURE,B,12000,10.75,0.21,N,4,case_1350,0,0.2889616089151862,2550.2997824828244,1670.0,reject,approve,"Applicant case_1350 was reject by the profit-based decision layer. The predicted default probability is 0.289. The decision score is 2550.30, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,B,7500,10.99,0.1,N,3,case_1351,0,0.22571134721772737,1054.6276820771668,1670.0,approve,approve,"Applicant case_1351 was approve by the profit-based decision layer. The predicted default probability is 0.226. The decision score is 1054.63, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,30000,MORTGAGE,0.0,PERSONAL,A,4750,9.63,0.16,N,2,case_1352,1,0.23881881481150125,786.2060667197818,1670.0,approve,approve,"Applicant case_1352 was approve by the profit-based decision layer. The predicted default probability is 0.239. The decision score is 786.21, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,33300,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5325,14.59,0.16,N,4,case_1353,1,0.8922916628736182,4667.772612792632,1670.0,reject,reject,"Applicant case_1353 was reject by the profit-based decision layer. The predicted default probability is 0.892. The decision score is 4667.77, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,23000,RENT,1.0,DEBTCONSOLIDATION,B,7200,12.69,0.31,N,2,case_1354,1,0.8887735267811261,6297.5439887734865,1670.0,reject,reject,"Applicant case_1354 was reject by the profit-based decision layer. The predicted default probability is 0.889. The decision score is 6297.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
33,30000,MORTGAGE,1.0,EDUCATION,B,12250,11.36,0.41,N,8,case_1355,0,0.8001233983841406,9523.363351397093,1670.0,reject,reject,"Applicant case_1355 was reject by the profit-based decision layer. The predicted default probability is 0.800. The decision score is 9523.36, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,104371,RENT,4.0,EDUCATION,D,15000,16.77,0.14,Y,6,case_1356,0,0.7017324935758797,9775.695491228322,1670.0,reject,reject,"Applicant case_1356 was reject by the profit-based decision layer. The predicted default probability is 0.702. The decision score is 9775.70, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,48000,MORTGAGE,6.0,MEDICAL,A,5000,7.88,0.1,N,2,case_1357,0,0.15330034376872861,432.90205428852215,1670.0,approve,approve,"Applicant case_1357 was approve by the profit-based decision layer. The predicted default probability is 0.153. The decision score is 432.90, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
35,62496,RENT,6.0,VENTURE,D,12000,14.11,0.19,Y,8,case_1358,0,0.7755537491328117,8926.612597625417,1670.0,reject,reject,"Applicant case_1358 was reject by the profit-based decision layer. The predicted default probability is 0.776. The decision score is 8926.61, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,11.71,0.2,N,4,case_1359,0,0.48265716669121556,6331.1448136613535,1670.0,reject,approve,"Applicant case_1359 was reject by the profit-based decision layer. The predicted default probability is 0.483. The decision score is 6331.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,37740,RENT,6.0,MEDICAL,A,7000,,0.19,N,3,case_1360,0,0.5222897523451842,3288.5257728954393,1670.0,reject,reject,"Applicant case_1360 was reject by the profit-based decision layer. The predicted default probability is 0.522. The decision score is 3288.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,37200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,16000,13.11,0.43,N,2,case_1361,1,0.9201304240903903,14554.552363018247,1670.0,reject,reject,"Applicant case_1361 was reject by the profit-based decision layer. The predicted default probability is 0.920. The decision score is 14554.55, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,55728,MORTGAGE,0.0,MEDICAL,B,13000,10.62,0.23,N,9,case_1362,0,0.3812041580696714,4101.344515536716,1670.0,reject,approve,"Applicant case_1362 was reject by the profit-based decision layer. The predicted default probability is 0.381. The decision score is 4101.34, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0.03,N,4,case_1363,0,0.18978788769066487,125.78113081822741,1670.0,approve,approve,"Applicant case_1363 was approve by the profit-based decision layer. The predicted default probability is 0.190. The decision score is 125.78, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0.03,N,2,case_1364,0,0.17959251806464982,94.59830293614755,1670.0,approve,approve,"Applicant case_1364 was approve by the profit-based decision layer. The predicted default probability is 0.180. The decision score is 94.60, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,50000,RENT,1.0,VENTURE,C,15000,13.61,0.3,N,3,case_1365,0,0.6039313563660716,8250.39620951241,1670.0,reject,reject,"Applicant case_1365 was reject by the profit-based decision layer. The predicted default probability is 0.604. The decision score is 8250.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,61000,RENT,12.0,VENTURE,D,10000,16.07,0.16,N,9,case_1366,0,0.786928767287125,7526.88220190166,1670.0,reject,reject,"Applicant case_1366 was reject by the profit-based decision layer. The predicted default probability is 0.787. The decision score is 7526.88, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,70000,MORTGAGE,8.0,MEDICAL,B,1600,10.99,0.02,N,3,case_1367,0,0.1296256968925529,54.35449756967117,1670.0,approve,approve,"Applicant case_1367 was approve by the profit-based decision layer. The predicted default probability is 0.130. The decision score is 54.35, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,40000,RENT,4.0,MEDICAL,D,14000,15.58,0.35,Y,3,case_1368,1,0.984605786668518,13750.903155240623,1670.0,reject,reject,"Applicant case_1368 was reject by the profit-based decision layer. The predicted default probability is 0.985. The decision score is 13750.90, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,6.03,0.18,N,3,case_1369,0,0.1388134889804761,1390.1430778559811,1670.0,approve,approve,"Applicant case_1369 was approve by the profit-based decision layer. The predicted default probability is 0.139. The decision score is 1390.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,38000,MORTGAGE,4.0,EDUCATION,A,1950,7.37,0.05,N,4,case_1370,0,0.06496232498913208,-7.702405735379315,1670.0,approve,approve,"Applicant case_1370 was approve by the profit-based decision layer. The predicted default probability is 0.065. The decision score is -7.70, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,39000,RENT,9.0,VENTURE,D,15200,16.0,0.39,N,3,case_1371,1,0.9761682469669446,14779.798530521166,1670.0,reject,reject,"Applicant case_1371 was reject by the profit-based decision layer. The predicted default probability is 0.976. The decision score is 14779.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,9.63,0.16,N,4,case_1372,0,0.38168639295221174,2093.928151857813,1670.0,reject,approve,"Applicant case_1372 was reject by the profit-based decision layer. The predicted default probability is 0.382. The decision score is 2093.93, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,109000,MORTGAGE,5.0,VENTURE,A,5000,8.49,0.05,N,3,case_1373,0,0.03772897090067748,-219.83919734927505,1670.0,approve,approve,"Applicant case_1373 was approve by the profit-based decision layer. The predicted default probability is 0.038. The decision score is -219.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,51000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.74,0.1,Y,2,case_1374,1,0.8741969239435899,4278.267752664376,1670.0,reject,reject,"Applicant case_1374 was reject by the profit-based decision layer. The predicted default probability is 0.874. The decision score is 4278.27, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
21,41000,MORTGAGE,,PERSONAL,A,3000,5.79,0.07,N,4,case_1375,0,0.08415492035516108,93.38247073117469,1670.0,approve,approve,"Applicant case_1375 was approve by the profit-based decision layer. The predicted default probability is 0.084. The decision score is 93.38, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,129996,MORTGAGE,2.0,VENTURE,B,30000,11.11,0.23,N,4,case_1376,0,0.04129085590869337,-1956.6518999955233,1670.0,approve,approve,"Applicant case_1376 was approve by the profit-based decision layer. The predicted default probability is 0.041. The decision score is -1956.65, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0.26,N,2,case_1377,0,0.6240200234299285,6379.920449909304,1670.0,reject,reject,"Applicant case_1377 was reject by the profit-based decision layer. The predicted default probability is 0.624. The decision score is 6379.92, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,60000,RENT,5.0,HOMEIMPROVEMENT,B,14000,,0.23,N,2,case_1378,0,0.5888354003519058,7611.077751908123,1670.0,reject,reject,"Applicant case_1378 was reject by the profit-based decision layer. The predicted default probability is 0.589. The decision score is 7611.08, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
33,150000,MORTGAGE,12.0,EDUCATION,B,13125,,0.09,N,9,case_1379,0,0.05919833378302179,-580.0694725116915,1670.0,approve,approve,"Applicant case_1379 was approve by the profit-based decision layer. The predicted default probability is 0.059. The decision score is -580.07, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,41464,MORTGAGE,16.0,DEBTCONSOLIDATION,A,3500,8.32,0.08,N,9,case_1380,0,0.16441661319337403,332.1362639387196,1670.0,approve,approve,"Applicant case_1380 was approve by the profit-based decision layer. The predicted default probability is 0.164. The decision score is 332.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,45000,RENT,4.0,MEDICAL,B,10000,12.69,0.22,N,2,case_1381,0,0.6239723396304435,5762.544295295468,1670.0,reject,reject,"Applicant case_1381 was reject by the profit-based decision layer. The predicted default probability is 0.624. The decision score is 5762.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,40800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.29,0.05,N,5,case_1382,1,0.12120454777681362,114.28071861948666,1670.0,approve,approve,"Applicant case_1382 was approve by the profit-based decision layer. The predicted default probability is 0.121. The decision score is 114.28, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,65158,MORTGAGE,9.0,VENTURE,B,18000,10.25,0.28,N,4,case_1383,0,0.21773607062992736,2475.972321650909,1670.0,reject,approve,"Applicant case_1383 was reject by the profit-based decision layer. The predicted default probability is 0.218. The decision score is 2475.97, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,86000,MORTGAGE,10.0,VENTURE,A,13000,8.49,0.15,N,4,case_1384,0,0.0581780771858816,-283.1738527934816,1670.0,approve,approve,"Applicant case_1384 was approve by the profit-based decision layer. The predicted default probability is 0.058. The decision score is -283.17, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,44000,OWN,4.0,PERSONAL,C,2000,13.35,0.05,N,5,case_1385,0,0.04303939166342769,-169.4296990990094,1670.0,approve,approve,"Applicant case_1385 was approve by the profit-based decision layer. The predicted default probability is 0.043. The decision score is -169.43, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,60000,MORTGAGE,3.0,VENTURE,B,10000,11.49,0.17,N,4,case_1386,0,0.14204948424682615,434.70969986786474,1670.0,approve,approve,"Applicant case_1386 was approve by the profit-based decision layer. The predicted default probability is 0.142. The decision score is 434.71, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,50000,MORTGAGE,5.0,MEDICAL,A,9600,6.76,0.19,N,10,case_1387,0,0.24291419411592616,1840.6578589263625,1670.0,reject,approve,"Applicant case_1387 was reject by the profit-based decision layer. The predicted default probability is 0.243. The decision score is 1840.66, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
45,48000,RENT,5.0,PERSONAL,A,14400,8.49,0.3,N,15,case_1388,0,0.5384696625666122,7189.714611626653,1670.0,reject,reject,"Applicant case_1388 was reject by the profit-based decision layer. The predicted default probability is 0.538. The decision score is 7189.71, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,72000,MORTGAGE,11.0,MEDICAL,C,9500,13.99,0.13,N,6,case_1389,0,0.310353733259784,2031.7860951568641,1670.0,reject,approve,"Applicant case_1389 was reject by the profit-based decision layer. The predicted default probability is 0.310. The decision score is 2031.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,100000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,8.9,0.07,N,10,case_1390,0,0.10880723817555178,206.43757661223117,1670.0,approve,approve,"Applicant case_1390 was approve by the profit-based decision layer. The predicted default probability is 0.109. The decision score is 206.44, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,34000,RENT,6.0,DEBTCONSOLIDATION,D,8000,16.77,0.24,Y,10,case_1391,1,0.9729073969335302,7746.9117391942655,1670.0,reject,reject,"Applicant case_1391 was reject by the profit-based decision layer. The predicted default probability is 0.973. The decision score is 7746.91, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
33,33996,MORTGAGE,4.0,PERSONAL,A,10000,,0.29,N,10,case_1392,0,0.5149454284248564,4616.379310087481,1670.0,reject,reject,"Applicant case_1392 was reject by the profit-based decision layer. The predicted default probability is 0.515. The decision score is 4616.38, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
44,36000,OWN,5.0,EDUCATION,D,4000,16.29,0.11,N,11,case_1393,0,0.34046155936913014,932.0909895614459,1670.0,approve,approve,"Applicant case_1393 was approve by the profit-based decision layer. The predicted default probability is 0.340. The decision score is 932.09, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,45500,MORTGAGE,5.0,VENTURE,B,7500,11.49,0.16,N,5,case_1394,0,0.15789765819939416,458.55074344878426,1670.0,approve,approve,"Applicant case_1394 was approve by the profit-based decision layer. The predicted default probability is 0.158. The decision score is 458.55, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,46000,RENT,4.0,PERSONAL,A,9000,7.14,0.2,N,3,case_1395,0,0.3481970580162578,2714.924951627567,1670.0,reject,approve,"Applicant case_1395 was reject by the profit-based decision layer. The predicted default probability is 0.348. The decision score is 2714.92, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
36,24960,RENT,3.0,VENTURE,A,5000,6.62,0.2,N,15,case_1396,0,0.29393706877290676,1235.9785136283658,1670.0,approve,approve,"Applicant case_1396 was approve by the profit-based decision layer. The predicted default probability is 0.294. The decision score is 1235.98, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,48880,RENT,3.0,PERSONAL,B,14000,10.65,0.29,N,9,case_1397,0,0.6200251260554792,8113.809227725429,1670.0,reject,reject,"Applicant case_1397 was reject by the profit-based decision layer. The predicted default probability is 0.620. The decision score is 8113.81, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,65004,MORTGAGE,8.0,HOMEIMPROVEMENT,C,3600,13.49,0.06,Y,4,case_1398,0,0.2838658210558619,674.1335531386715,1670.0,approve,approve,"Applicant case_1398 was approve by the profit-based decision layer. The predicted default probability is 0.284. The decision score is 674.13, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0.07,N,4,case_1399,0,0.035209469196082026,-373.6099749533648,1670.0,approve,approve,"Applicant case_1399 was approve by the profit-based decision layer. The predicted default probability is 0.035. The decision score is -373.61, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,51060,RENT,9.0,VENTURE,A,21250,6.91,0.42,N,2,case_1400,1,0.5816078825233916,11744.810978122356,1670.0,reject,reject,"Applicant case_1400 was reject by the profit-based decision layer. The predicted default probability is 0.582. The decision score is 11744.81, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0.16,N,2,case_1401,0,0.19978657746272835,1150.4397601603127,1670.0,approve,approve,"Applicant case_1401 was approve by the profit-based decision layer. The predicted default probability is 0.200. The decision score is 1150.44, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,108000,RENT,8.0,DEBTCONSOLIDATION,B,8000,9.88,0.07,N,4,case_1402,0,0.22439732889522118,1182.1422799205525,1670.0,approve,approve,"Applicant case_1402 was approve by the profit-based decision layer. The predicted default probability is 0.224. The decision score is 1182.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
37,50000,MORTGAGE,4.0,EDUCATION,A,2325,6.99,0.05,N,17,case_1403,0,0.05960219919201114,-14.25598647138645,1670.0,approve,approve,"Applicant case_1403 was approve by the profit-based decision layer. The predicted default probability is 0.060. The decision score is -14.26, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,30000,MORTGAGE,,VENTURE,A,6000,6.03,0.2,N,8,case_1404,0,0.16407518929487397,682.0135392561292,1670.0,approve,approve,"Applicant case_1404 was approve by the profit-based decision layer. The predicted default probability is 0.164. The decision score is 682.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,39000,RENT,1.0,EDUCATION,D,6000,15.99,0.15,N,3,case_1405,1,0.8708281241383367,5101.041247128341,1670.0,reject,reject,"Applicant case_1405 was reject by the profit-based decision layer. The predicted default probability is 0.871. The decision score is 5101.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,24000,RENT,2.0,VENTURE,B,8500,9.88,0.35,N,4,case_1406,1,0.7662835818643817,6317.135397896953,1670.0,reject,reject,"Applicant case_1406 was reject by the profit-based decision layer. The predicted default probability is 0.766. The decision score is 6317.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
21,12000,OWN,0.0,PERSONAL,C,4200,13.48,0.35,Y,4,case_1407,1,0.6191616231669359,2384.863361873323,1670.0,reject,reject,"Applicant case_1407 was reject by the profit-based decision layer. The predicted default probability is 0.619. The decision score is 2384.86, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,108928,MORTGAGE,9.0,EDUCATION,A,17600,7.88,0.16,N,8,case_1408,0,0.05618344503250114,-320.13167118130445,1670.0,approve,approve,"Applicant case_1408 was approve by the profit-based decision layer. The predicted default probability is 0.056. The decision score is -320.13, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,84996,RENT,4.0,EDUCATION,B,3600,11.99,0.04,N,2,case_1409,0,0.1468167696546645,160.27236121053153,1670.0,approve,approve,"Applicant case_1409 was approve by the profit-based decision layer. The predicted default probability is 0.147. The decision score is 160.27, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,49000,RENT,7.0,PERSONAL,A,7500,6.62,0.15,N,3,case_1410,0,0.24478527544932008,1460.925455130488,1670.0,approve,approve,"Applicant case_1410 was approve by the profit-based decision layer. The predicted default probability is 0.245. The decision score is 1460.93, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,45000,RENT,3.0,EDUCATION,B,5500,10.38,0.12,N,2,case_1411,0,0.25799415558123695,995.3567191181314,1670.0,approve,approve,"Applicant case_1411 was approve by the profit-based decision layer. The predicted default probability is 0.258. The decision score is 995.36, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,47800,MORTGAGE,5.0,PERSONAL,C,1500,13.43,0.03,Y,3,case_1412,0,0.15236064467912735,57.78401888930122,1670.0,approve,approve,"Applicant case_1412 was approve by the profit-based decision layer. The predicted default probability is 0.152. The decision score is 57.78, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,45600,MORTGAGE,,VENTURE,C,2500,13.35,0.05,N,9,case_1413,0,0.10603551028997533,-33.27187271578242,1670.0,approve,approve,"Applicant case_1413 was approve by the profit-based decision layer. The predicted default probability is 0.106. The decision score is -33.27, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,36000,OWN,6.0,EDUCATION,B,14500,10.99,0.4,N,3,case_1414,0,0.3581221964377979,4169.9074744815225,1670.0,reject,approve,"Applicant case_1414 was reject by the profit-based decision layer. The predicted default probability is 0.358. The decision score is 4169.91, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,60000,MORTGAGE,3.0,PERSONAL,B,12000,10.65,0.2,N,2,case_1415,0,0.25452171077388214,2101.539275655607,1670.0,reject,approve,"Applicant case_1415 was reject by the profit-based decision layer. The predicted default probability is 0.255. The decision score is 2101.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,60000,RENT,11.0,MEDICAL,C,17000,,0.28,N,10,case_1416,0,0.6806254349426254,10973.944894127939,1670.0,reject,reject,"Applicant case_1416 was reject by the profit-based decision layer. The predicted default probability is 0.681. The decision score is 10973.94, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
